id,user_id,email,match_score,reason,technologies_matched,title,company,location,description,apply_link,created_at
11,1,jobs+11@nimbuslabs.io,0.88,High alignment with required stack and delivery practices.,"HTML, Agile/Scrum, Redis, React, REST APIs, CSS, JWT, PostgreSQL, PyTest, AWS, Git, Python, MySQL",Application Engineer (Django/REST),Nimbus Labs,"Helsinki, Finland","This Application Engineer (Django/REST) is a strong fit for your background: hands‑on with HTML, Agile/Scrum, Redis, React, REST APIs, CSS. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with testing culture (PyTest/Jest) maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.nimbuslabs.io/jobs/11,2025-06-28T11:20:43.664192
12,1,jobs+12@vertexai.io,0.96,High alignment with required stack and delivery practices.,"Node.js, React Native, Docker, CSS, GitHub Actions, Django, FastAPI, Git, PostgreSQL, OAuth, TypeScript, React, Python, REST APIs","Platform Engineer (Python, Docker, AWS)",Vertex AI,"Lisbon, Portugal","This Platform Engineer (Python, Docker, AWS) is a strong fit for your background: hands‑on with Node.js, React Native, Docker, CSS, GitHub Actions, Django. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with CI/CD with GitHub Actions maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.vertexai.io/jobs/12,2025-08-28T11:20:43.664192
13,1,jobs+13@blueharbor.io,0.81,High alignment with required stack and delivery practices.,"REST APIs, TypeScript, Django, MySQL, SQLite, Docker, Python, Microsoft SQL Server, Node.js, Git, PostgreSQL, FastAPI, Bash/Shell Scripting",Mobile Engineer (React Native + API),Blue Harbor,"Stockholm, Sweden","This Mobile Engineer (React Native + API) is a strong fit for your background: hands‑on with REST APIs, TypeScript, Django, MySQL, SQLite, Docker. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with mobile touchpoints with React Native maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.blueharbor.io/jobs/13,2025-08-17T11:20:43.664192
14,1,jobs+14@vertexai.io,0.91,High alignment with required stack and delivery practices.,"React, Django, GitHub Actions, Git, Jest, Docker, REST APIs, Linux, SQLite, Redis, Microsoft SQL Server, Python, FastAPI","Platform Engineer (Python, Docker, AWS)",Vertex AI,"Helsinki, Finland","This Platform Engineer (Python, Docker, AWS) is a strong fit for your background: hands‑on with React, Django, GitHub Actions, Git, Jest, Docker. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with SQL performance tuning (PostgreSQL/SQL Server) maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experienc",https://careers.vertexai.io/jobs/14,2025-08-01T11:20:43.664192
15,1,jobs+15@cascadedigital.io,0.95,High alignment with required stack and delivery practices.,"Docker, FastAPI, PostgreSQL, Windows Server, OAuth, React, Redis, Flask, Python, CSS, WebSockets, GitHub Actions, Git, REST APIs",Data Platform Engineer (Python/PostgreSQL),Cascade Digital,"Stockholm, Sweden","This Data Platform Engineer (Python/PostgreSQL) is a strong fit for your background: hands‑on with Docker, FastAPI, PostgreSQL, Windows Server, OAuth, React. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with real‑time features via WebSockets maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience",https://careers.cascadedigital.io/jobs/15,2025-07-09T11:20:43.664192
16,1,jobs+16@novagrid.io,0.85,High alignment with required stack and delivery practices.,"REST APIs, PostgreSQL, OAuth, CSS, Bootstrap, PyTest, React, Git, MySQL, Bash/Shell Scripting, Django, Python, Docker, Google Cloud Platform",Site Reliability‑minded Engineer (Linux/Docker),NovaGrid,"Zurich, Switzerland","This Site Reliability‑minded Engineer (Linux/Docker) is a strong fit for your background: hands‑on with REST APIs, PostgreSQL, OAuth, CSS, Bootstrap, PyTest. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with CI/CD with GitHub Actions maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.novagrid.io/jobs/16,2025-06-06T11:20:43.664192
17,1,jobs+17@quantumridge.io,0.83,High alignment with required stack and delivery practices.,"PostgreSQL, Azure, Django, JavaScript, Agile/Scrum, React, Python, REST APIs, Docker, Bash/Shell Scripting, AWS",API Engineer (FastAPI/Async),Quantum Ridge,"Stockholm, Sweden","This API Engineer (FastAPI/Async) is a strong fit for your background: hands‑on with PostgreSQL, Azure, Django, JavaScript, Agile/Scrum, React. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with CI/CD with GitHub Actions maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.quantumridge.io/jobs/17,2025-06-14T11:20:43.664192
18,1,jobs+18@quantumridge.io,0.73,High alignment with required stack and delivery practices.,"Docker, HTML, Django, Git, PostgreSQL, React, Python, Redis, Jest, Bootstrap, REST APIs, WebSockets, FastAPI",Integration Engineer (OAuth/JWT),Quantum Ridge,"Stockholm, Sweden","This Integration Engineer (OAuth/JWT) is a strong fit for your background: hands‑on with Docker, HTML, Django, Git, PostgreSQL, React. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with containerized workloads with Docker maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.quantumridge.io/jobs/18,2025-08-13T11:20:43.664192
19,1,jobs+19@vectorworks.io,0.91,High alignment with required stack and delivery practices.,"React Native, Jest, React, Bash/Shell Scripting, HTML, Git, PostgreSQL, FastAPI, PyTest, Bootstrap, REST APIs, Docker, Agile/Scrum",API Engineer (FastAPI/Async),VectorWorks,"Barcelona, Spain","This API Engineer (FastAPI/Async) is a strong fit for your background: hands‑on with React Native, Jest, React, Bash/Shell Scripting, HTML, Git. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with secure OAuth/JWT auth maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.vectorworks.io/jobs/19,2025-06-07T11:20:43.664192
20,1,jobs+20@cascadedigital.io,0.74,High alignment with required stack and delivery practices.,"React, FastAPI, Git, CSS, TypeScript, React Native, Linux, OAuth, Flask, Jest",Data Platform Engineer (Python/PostgreSQL),Cascade Digital,"Helsinki, Finland","This Data Platform Engineer (Python/PostgreSQL) is a strong fit for your background: hands‑on with React, FastAPI, Git, CSS, TypeScript, React Native. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with testing culture (PyTest/Jest) maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.cascadedigital.io/jobs/20,2025-07-20T11:20:43.664192
21,1,jobs+21@northwindapps.io,0.85,High alignment with required stack and delivery practices.,"PostgreSQL, Node.js, REST APIs, Flask, Django, WebSockets, Git, FastAPI, JWT, Linux, Python, JavaScript",Data Platform Engineer (Python/PostgreSQL),Northwind Apps,"Barcelona, Spain","This Data Platform Engineer (Python/PostgreSQL) is a strong fit for your background: hands‑on with PostgreSQL, Node.js, REST APIs, Flask, Django, WebSockets. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with secure OAuth/JWT auth maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.northwindapps.io/jobs/21,2025-07-12T11:20:43.664192
22,1,jobs+22@asteriatech.io,0.81,High alignment with required stack and delivery practices.,"Bash/Shell Scripting, Python, Azure, REST APIs, React Native, React, JWT, CSS, Git, Node.js, JavaScript",Web Engineer (React/Redux),Asteria Tech,"Amsterdam, Netherlands","This Web Engineer (React/Redux) is a strong fit for your background: hands‑on with Bash/Shell Scripting, Python, Azure, REST APIs, React Native, React. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with CI/CD with GitHub Actions maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.asteriatech.io/jobs/22,2025-07-12T11:20:43.664192
23,1,jobs+23@northwindapps.io,0.77,High alignment with required stack and delivery practices.,"PostgreSQL, Docker, Git, Jest, Python, PyTest, React, Windows Server, Bash/Shell Scripting, React Native, FastAPI, Django","Platform Engineer (Python, Docker, AWS)",Northwind Apps,"Zurich, Switzerland","This Platform Engineer (Python, Docker, AWS) is a strong fit for your background: hands‑on with PostgreSQL, Docker, Git, Jest, Python, PyTest. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with secure OAuth/JWT auth maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.northwindapps.io/jobs/23,2025-08-30T11:20:43.664192
24,1,jobs+24@vectorworks.io,0.73,High alignment with required stack and delivery practices.,"REST APIs, Linux, SQLite, Bash/Shell Scripting, TypeScript, HTML, Jest, Agile/Scrum, Docker, PostgreSQL",Data Platform Engineer (Python/PostgreSQL),VectorWorks,"Prague, Czechia","This Data Platform Engineer (Python/PostgreSQL) is a strong fit for your background: hands‑on with REST APIs, Linux, SQLite, Bash/Shell Scripting, TypeScript, HTML. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with testing culture (PyTest/Jest) maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experie",https://careers.vectorworks.io/jobs/24,2025-07-31T11:20:43.664192
25,1,jobs+25@vectorworks.io,0.86,High alignment with required stack and delivery practices.,"JWT, CSS, FastAPI, Django, Linux, Docker, Redis, Agile/Scrum, OAuth, REST APIs, Git, PostgreSQL, Google Cloud Platform, Python",Web Engineer (React/Redux),VectorWorks,"Stockholm, Sweden","This Web Engineer (React/Redux) is a strong fit for your background: hands‑on with JWT, CSS, FastAPI, Django, Linux, Docker. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with CI/CD with GitHub Actions maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.vectorworks.io/jobs/25,2025-08-28T11:20:43.664192
26,1,jobs+26@novagrid.io,0.88,High alignment with required stack and delivery practices.,"Redux, Bootstrap, React Native, PyTest, REST APIs, Git, GitHub Actions, Python, Docker, Jest",Site Reliability‑minded Engineer (Linux/Docker),NovaGrid,"Barcelona, Spain","This Site Reliability‑minded Engineer (Linux/Docker) is a strong fit for your background: hands‑on with Redux, Bootstrap, React Native, PyTest, REST APIs, Git. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with cloud deploys on AWS/Azure/GCP maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.novagrid.io/jobs/26,2025-06-22T11:20:43.664192
27,1,jobs+27@helioscloud.io,1.0,High alignment with required stack and delivery practices.,"FastAPI, OAuth, TypeScript, Agile/Scrum, HTML, Node.js, Azure, Docker, REST APIs, Django",Integration Engineer (OAuth/JWT),Helios Cloud,"Helsinki, Finland","This Integration Engineer (OAuth/JWT) is a strong fit for your background: hands‑on with FastAPI, OAuth, TypeScript, Agile/Scrum, HTML, Node.js. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with CI/CD with GitHub Actions maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.helioscloud.io/jobs/27,2025-06-22T11:20:43.664192
28,1,jobs+28@vectorworks.io,0.78,High alignment with required stack and delivery practices.,"React, Python, PostgreSQL, CSS, Docker, Redux, FastAPI, Node.js, Windows Server, HTML, JWT, REST APIs, Git, Google Cloud Platform",Data Platform Engineer (Python/PostgreSQL),VectorWorks,"Kraków, Poland","This Data Platform Engineer (Python/PostgreSQL) is a strong fit for your background: hands‑on with React, Python, PostgreSQL, CSS, Docker, Redux. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with CI/CD with GitHub Actions maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.vectorworks.io/jobs/28,2025-07-06T11:20:43.664192
29,1,jobs+29@silverlinegroup.io,0.98,High alignment with required stack and delivery practices.,"Django, FastAPI, PostgreSQL, Docker, CSS, Python, WebSockets, Windows Server, React, JavaScript, React Native",Cloud Backend Engineer (AWS/Azure),Silverline Group,"Helsinki, Finland","This Cloud Backend Engineer (AWS/Azure) is a strong fit for your background: hands‑on with Django, FastAPI, PostgreSQL, Docker, CSS, Python. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with testing culture (PyTest/Jest) maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.silverlinegroup.io/jobs/29,2025-07-09T11:20:43.664192
30,1,jobs+30@orbitalsystems.io,0.76,High alignment with required stack and delivery practices.,"FastAPI, React, Windows Server, Bootstrap, OAuth, Django, REST APIs, Docker, Redux, Git, Google Cloud Platform, AWS, PostgreSQL",Product Engineer (Python/React),Orbital Systems,Remote,"This Product Engineer (Python/React) is a strong fit for your background: hands‑on with FastAPI, React, Windows Server, Bootstrap, OAuth, Django. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with cloud deploys on AWS/Azure/GCP maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.orbitalsystems.io/jobs/30,2025-07-10T11:20:43.664192
31,1,jobs+31@nimbuslabs.io,0.88,High alignment with required stack and delivery practices.,"Bootstrap, Git, REST APIs, CSS, TypeScript, FastAPI, JWT, Azure, React, PostgreSQL, Docker, Windows Server",Integration Engineer (OAuth/JWT),Nimbus Labs,"Amsterdam, Netherlands","This Integration Engineer (OAuth/JWT) is a strong fit for your background: hands‑on with Bootstrap, Git, REST APIs, CSS, TypeScript, FastAPI. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with real‑time features via WebSockets maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.nimbuslabs.io/jobs/31,2025-07-01T11:20:43.664192
32,1,jobs+32@quantumridge.io,0.78,High alignment with required stack and delivery practices.,"REST APIs, HTML, Django, Docker, Git, Linux, Agile/Scrum, PyTest, Jest, Azure, Python, JWT, React",Data Platform Engineer (Python/PostgreSQL),Quantum Ridge,"Stockholm, Sweden","This Data Platform Engineer (Python/PostgreSQL) is a strong fit for your background: hands‑on with REST APIs, HTML, Django, Docker, Git, Linux. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with containerized workloads with Docker maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.quantumridge.io/jobs/32,2025-07-05T11:20:43.664192
33,1,jobs+33@novagrid.io,0.76,High alignment with required stack and delivery practices.,"React, CSS, Agile/Scrum, PostgreSQL, Python, Flask, Bash/Shell Scripting, Docker, React Native, Django, REST APIs, Windows Server",Senior Full‑Stack Engineer (Python/React),NovaGrid,Remote,"This Senior Full‑Stack Engineer (Python/React) is a strong fit for your background: hands‑on with React, CSS, Agile/Scrum, PostgreSQL, Python, Flask. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with cloud deploys on AWS/Azure/GCP maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.novagrid.io/jobs/33,2025-07-05T11:20:43.664192
34,1,jobs+34@voltstack.io,0.86,High alignment with required stack and delivery practices.,"Django, Git, Bootstrap, Bash/Shell Scripting, React, Python, Linux, FastAPI, Redux, JavaScript, REST APIs, PostgreSQL",Product Engineer (Python/React),VoltStack,"Tallinn, Estonia","This Product Engineer (Python/React) is a strong fit for your background: hands‑on with Django, Git, Bootstrap, Bash/Shell Scripting, React, Python. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with CI/CD with GitHub Actions maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.voltstack.io/jobs/34,2025-06-10T11:20:43.664192
35,1,jobs+35@helioscloud.io,0.9,High alignment with required stack and delivery practices.,"PostgreSQL, TypeScript, JavaScript, AWS, Python, FastAPI, Django, MySQL, Bash/Shell Scripting, Docker, Git, Bootstrap, React",Product Engineer (Python/React),Helios Cloud,"Amsterdam, Netherlands","This Product Engineer (Python/React) is a strong fit for your background: hands‑on with PostgreSQL, TypeScript, JavaScript, AWS, Python, FastAPI. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with secure OAuth/JWT auth maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.helioscloud.io/jobs/35,2025-07-11T11:20:43.664192
36,1,jobs+36@fairviewsoftware.io,0.95,High alignment with required stack and delivery practices.,"REST APIs, WebSockets, OAuth, PostgreSQL, Linux, JavaScript, Windows Server, Agile/Scrum, PyTest, Git, Google Cloud Platform, Django, Python",Mobile Engineer (React Native + API),Fairview Software,Remote,"This Mobile Engineer (React Native + API) is a strong fit for your background: hands‑on with REST APIs, WebSockets, OAuth, PostgreSQL, Linux, JavaScript. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with CI/CD with GitHub Actions maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.fairviewsoftware.io/jobs/36,2025-08-21T11:20:43.664192
37,1,jobs+37@silverlinegroup.io,0.84,High alignment with required stack and delivery practices.,"JWT, Django, FastAPI, Linux, REST APIs, Bootstrap, Bash/Shell Scripting, Windows Server, React, OAuth, Redis, Agile/Scrum",Software Engineer (Python/TypeScript),Silverline Group,"Copenhagen, Denmark","This Software Engineer (Python/TypeScript) is a strong fit for your background: hands‑on with JWT, Django, FastAPI, Linux, REST APIs, Bootstrap. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with SQL performance tuning (PostgreSQL/SQL Server) maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience",https://careers.silverlinegroup.io/jobs/37,2025-07-12T11:20:43.664192
38,1,jobs+38@vertexai.io,0.81,High alignment with required stack and delivery practices.,"Git, Node.js, React, Python, Windows Server, FastAPI, Azure, React Native, REST APIs, Google Cloud Platform, Docker, Linux, HTML",Mobile Engineer (React Native + API),Vertex AI,"Amsterdam, Netherlands","This Mobile Engineer (React Native + API) is a strong fit for your background: hands‑on with Git, Node.js, React, Python, Windows Server, FastAPI. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with secure OAuth/JWT auth maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.vertexai.io/jobs/38,2025-06-15T11:20:43.664192
39,1,jobs+39@vectorworks.io,0.81,High alignment with required stack and delivery practices.,"Django, REST APIs, FastAPI, React Native, Git, Agile/Scrum, PyTest, TypeScript, WebSockets, AWS, PostgreSQL",Senior Full‑Stack Engineer (Python/React),VectorWorks,"Lisbon, Portugal","This Senior Full‑Stack Engineer (Python/React) is a strong fit for your background: hands‑on with Django, REST APIs, FastAPI, React Native, Git, Agile/Scrum. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with testing culture (PyTest/Jest) maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.vectorworks.io/jobs/39,2025-08-13T11:20:43.664192
